id,url,city_slug,title,city,date,content,original_text_raw,original_text_spaced,translation_ru,translation_en_1,translation_en_2,unique_id
4,https://gramoty.ru/birchbark/document/show/novgorod/4/,novgorod,Грамота №4,Новгород,1320‒1340 (с вероятным смещением вперёд),Фрагмент письма от Микиты к Черту (о нарушении условий поручительства),ѿмикит·ѣ·коцертоу·цтоѥсм·ь…… руцилъ·оупетра·нагородищ·ѣ·н… юрги·бꙑлъ·вꙑдалъ·содворѧ·н…… неоувѣдалсѧ·аменевꙑдалъ…(ре) клъ·ѥсижелезного·по… рубльвзѧв·ъ·атꙑн(аѻлекса) ндр[ѣ]·исправигосп… возми·сапозѣ·,ѿ микит·ѣ · ко цертоу · цто ѥсм·ь … …‐ руцилъ · оу петра · на городищ·ѣ · н… юрги · бꙑлъ · вꙑдалъ · со дворѧ·н… … не оувѣдалсѧ · а мене вꙑдалъ … (ре)‐ клъ · ѥси железного · по… рубль взѧв·ъ · а тꙑ н(а ѻлекса)‐ ндр[ѣ] · исправи госп… возми · сапозѣ ·,"‛От Микиты к Черту. Что касается того, что я [за Юрия] поручился у Петра на Городище, [в том меня] Юрий подвел: с дворянами (дворянином) не расплатился, а меня подвел… Ты сказал, что железного (пошлины)… рубль взяв. А ты с Олександра взыщи, господин (?)… возьми сапоги.’",,,novgorod_4
4,https://gramoty.ru/birchbark/document/show/staraya-russa/4/,staraya-russa,Грамота № Ст. Р. 4,Старая Русса,1180‒1200,Фрагмент письма,(ѿ…къ)…жирѫн[ьвъзѧль]есиво[десѧ]тикѫно…,(ѿ … къ) …жирѫ н[ь възѧль] еси во [десѧ]ти кѫно …,,"(From... to)... You did not take (i.e., buy) for 10 kunas ...",,staraya-russa_4
4,https://gramoty.ru/birchbark/document/show/torzhok/4/,torzhok,Грамота № Торж. 4,Торжок,1180‒1200,Деловые указания,…лоу боцеведвегривневозворотиопа [кꙑ]т[о]мон(е)…,… лоу‐ боцеве две гривне возвороти опа‐ [кꙑ] т[о] мон(е) …,‛… Любочевы две гривны(;) верни назад это мне …’,,,torzhok_4
4,https://gramoty.ru/birchbark/document/show/smolensk/4/,smolensk,Грамота № Смол. 4,Смоленск,1280‒1300 (с вероятным смещением назад),Фрагмент неопределенного содержания,мои… бꙑн…,мои… бꙑн…,,,,smolensk_4
4,https://gramoty.ru/birchbark/document/show/pskov/4/,pskov,Грамота № Пск. 4,Псков,1320‒1340 (с вероятным смещением назад),Долговой список,аоуданих[е]доуб[е]ничидво исапоги·оукюрила оусоух[м]инасн҃а·измази [ци],а оу даних[е] доуб[е]ничи дво‐ и сапоги · оу кюрила оу соух[м]ина сн҃а · измази‐ [ци],"‛А у Данихи дубленицы (рукавицы из дубленой кожи [?]) [и] двое сапог. У Кюрила, Сухмина (?) сына … ({может быть,} смазные сапоги)’.",,,pskov_4
4,https://gramoty.ru/birchbark/document/show/tver/4/,tver,Грамота № Твер. 4,Тверь,1300‒1320 (с вероятным смещением назад),Фрагмент письма от Фомы «к тиунку»,ѿѳомѣ·кътиюнку·къпрокш… кунꙑ·ст[о]гоѳилипа·аѧ…,ѿ ѳомѣ · къ тиюнку · къ прокш… кунꙑ · ст[о]го ѳилипа · а ѧ…,"‛От Фомы к тиунку к Прокше… Куны святого Филиппа, а я…’",,,tver_4
4,https://gramoty.ru/birchbark/document/show/moscow/4/,moscow,Грамота № Мос. 4,Москва,1380‒1400,Сообщение о неудавшейся поездке в Кострому,поѥхали·є·смꙑгн҃енакостромуюрьӏсматьрьюнасъгн҃еоуверънулъ взадьавзѧлъсебѣсматьрьюеӏ҃бѣлтиоувзѧлъ·г҃·бѣлпотомогн҃евзѧ лък҃бѣлдаполътину,поѥхали ·є·смꙑ гн҃е на кострому юрьӏ с матьрью насъ гн҃е оуверънулъ взадь а взѧлъ себѣ с матьрью еӏ҃ бѣл ти оувзѧлъ ·г҃· бѣл по томо гн҃е взѧ‐ лъ к҃ бѣл да полътину,"‛Поехали мы, господин, на Кострому. Юрий с матерью нас, господин, завернул назад. А взял себе с матерью 15 бел; да взял 3 белы; потом, господин, взял 20 [бел] да полтину’.",,,moscow_4
5,https://gramoty.ru/birchbark/document/show/novgorod/5/,novgorod,Грамота №5,Новгород,1320‒1340 (с вероятным смещением вперёд),От Давыда и Есифа к Матфею (просьба защитить крестьянина от закабаления),(покло)но[ѿ]дав[ꙑ](даиѿ)еси ѳа·къматѳѣю·постои· занашегосироту·мо лви·дворѧнину·павлу·пе тровубратудать·грамо тѣ·недасть·нанего·,(покло)но [ѿ] дав[ꙑ](да и ѿ) еси‐ ѳа · къ матѳѣю · постои · за нашего сироту · мо‐ лви · дворѧнину · павлу · пе‐ трову брату дать · грамо‐ тѣ · не дасть · на него ·,"‛Поклон от Давыда и от Есифа к Матфею. Постой за нашего крестьянина — скажи дворянину Павлу, Петрову брату, чтобы грамоту ({подразумевается:} о закабалении) не давал на него’.",,,novgorod_5
5,https://gramoty.ru/birchbark/document/show/staraya-russa/5/,staraya-russa,Грамота № Ст. Р. 5,Старая Русса,1140‒1160 (с вероятным смещением назад),Денежный реестр,⟦ѿ⟧ꙋмикꙋле·е·къкꙋне·ꙋстежира·е·къкꙋне·ꙋго родила·е·къкꙋне·ꙋпꙋтѧтѣ⟦десѧтькъкꙋне⟧ полъпѧте⟦ꙋлъбыне·е⟧·ꙋприбꙑле·е·къкꙋне ꙋстороньке·е·къкꙋне· ꙋпетра·е·⟦г⟧къкꙋне·,⟦ѿ⟧ ꙋ микꙋле ·е· къ кꙋне · ꙋ стежира ·е· къ кꙋне · ꙋ го‐ родила ·е· къ кꙋне · ꙋ пꙋтѧтѣ ⟦десѧть къ кꙋне⟧ полъ пѧте ⟦ꙋ лъбыне ·е⟧ · ꙋ прибꙑле ·е· къ кꙋне ꙋ стороньке ·е· къ кꙋне · ꙋ петра ·е· ⟦г⟧ къ кꙋне ·,,Mikula owes 5k” kuna. Stezhir owes 5k” kuna. Gorodil owes 5k” kuna. Putiata owes ten kunas 4½. Lbyna owes 5. Pribyla owes 5k” kuna. Storon’ka owes 5k” kuna. Petr owes 5k” kuna.,,staraya-russa_5
5,https://gramoty.ru/birchbark/document/show/torzhok/5/,torzhok,Грамота № Торж. 5,Торжок,1180‒1200,Долговая запись,заѳедоробездꙋ…,за ѳедоро без дꙋ…,,,,torzhok_5
