text,century,city,year
... на ...туркинѣ ... ... рублѣ на ... ...ѣ на м... ... и на в... ...ѧть рублевъ ...,XIV_1,novgorod,1330
ѿ башм-... непоѡ...,XIV_2,staraya-russa,1350
поклонъ · ѿ ностасьи къ гн҃у къ моѥи къ бъратьи · оу мене бориса в животѣ нѣтъ · какъ се гсдо мною попецалуѥте и моими дѣтми ·,XV_1,novgorod,1415
оу проута полоутора бьрковеска ·:· оу лоутьѧна оу михаилина :е҃: розмиро ·:· оу евана оу сꙑцькова :е҃: розмиро ·:· оу смьца оу цюдокина :е҃: розмиро ·:· оу ѡслѧки :е҃: розмиро ·:· оу грьбьницина ·д҃· розмири оу пошьки ·д҃· розмири ·:· оу жихна :е҃: розмиро ·:· оу гороньцара ·д҃· розмири оу евана оу дваживова ·д҃· розмири ·:·,XIII_2,staraya-russa,1290
Средняя часть ... ·г· дежи трьтие за радославомо дижѧ семаѧ воислали ·в· дежи · исполовиѧ радослалѧ исполовиѧ ·г··ӏ· у·‐ локи · за олександромо лонеского жита · ·г·ӏ· улоки олександре дале коромолник·у· ·г· ·у·лки верши волосе на хомутини у‐ ... Конечная часть ... искорми ладога ·г· дежи ондришк·у ·д· улки искормили д·ӏ· улки овиса олександрь с волосомо,XIV_2,novgorod,1370
... ꙋ бориса две розмере : ꙋ твердѧте розмьра ꙋ евана полъ берковеска ꙋрн-,XIII_2,staraya-russa,1290
... ...‐ мꙋю а ꙋ рꙋ... ... ꙋ зꙋекевица ·в· лососе ...,XIV_1,novgorod,1310
ѿ маѯима къ онании · поведи кони ·г҃· соловои · боурꙑи орка ї седла възмї а спроста поѥди ·,XIII_2,staraya-russa,1290
... ·м҃· бьле в пꙋе :а҃: а в кокшенге ... ·м҃· бьло : у зꙋекн...,XIII_2,novgorod,1270
у бориса полутора бѣрковка у твьрдѧтѣ полутора у цюдина ⟦по|луто⟧ бѣ у ⟦шѣлвѣ⟧ павѣ поло бѣ у игната в ро : оу дмитра по бѣ у жаса бѣ,XIII_2,staraya-russa,1250
поклонъ ѿ потра к марьѣ покосиле єсмь пожню и ѡзерици · оу мене сѣно ѿѧли спиши списокъ с купнои грамотѣ да пришли сѣмо кудꙑ грамота поведе дать ми розумно,XIV_1,novgorod,1330
... въземи вохк...,XIII_1,staraya-russa,1210
...а оу микулици соколо оу ... ...стуѧ соколъ оу микифорцѧ ...,XIV_1,novgorod,1330
ѿсьлицѣ к ꙑваноу крини роукавиць оленихъ,XII_2,staraya-russa,1190
поклоно ... ...вотомо а грамотꙋ господине возми дворнюю ꙋ ѳоминь жене како соко‐ ... ... господине ... господине торгъвати беле водалѳедоро а ко мне ... дворнюю грамотꙋ ели ꙋ тебе ...,XIV_1,novgorod,1310
...лава къ ми‐ ...,XII_2,staraya-russa,1170
...нӏ : водомоаа локот- ... ... подошьви перье...,XIII_2,novgorod,1250
...‐ ка мѣсѧц...,XII_2,staraya-russa,1170
...жьвь се гривьно со намꙑ,XIV_1,novgorod,1330
... у тудорка кдь у жадѣна кдь у пировѣе кдь у облика кдь у їлькь кдь ...вица кдь у кузьмѣ кдь у завидица кдь,XIII_1,staraya-russa,1210
маремеѧне,XIV_1,novgorod,1330
... епкпоу · а женоу ... ... · а · кроу·те · еи · не ... ... наболю · а · са·ме ... ...,XII_2,staraya-russa,1170
поклоно ѿ ѡ·мроси·и · ко степаноу ... ѧзо во : пороуки за си:роти · а нꙑ:не : ... полои води · ѧзо : вида·ю·сѧ с тобою ... мꙑ·сливсѧ · та·ко бꙋдꙋ к тоби : а тꙑ · видаеши а... а дар ко соби восми · а по семо : болша боу...,XIV_1,novgorod,1330
...ноу · ѥсть · у...,XIV_2,novgorod,1350
... ... исправить по изростомо поло трьтиѧ дьсѧто гривьно сьрьбра истинꙑ :ӏ҃: пудово мьду а три годъи а ное самь вьдаете код цо исправить кодь что взѧти а ко мне кажить о всьмо,XIII_2,novgorod,1250
...а декѧбрѧ ... ... еꙋгѣниѧ се ... помоцница жь на... ...техо · а · ꙩнѣ за...,XIII_2,novgorod,1290
...на ӏстерю ѥвлю ...,XIII_2,novgorod,1290
...ко ѥсемо ...е · тако · ...ен ...,XIII_2,novgorod,1290
поклно ѿ матвиѧ ко ѥсиѳу ко давидову : вꙑвези ми :в҃: медведна · да веретиша : да попонь : а ко... ... ажь водѧ по :г҃: рꙋблѧ прода : али не водѧ нь продаӏ,XIV_1,novgorod,1310
...ъ нь ѡслушаисѧ ...,XIV_2,novgorod,1350
'+ поклоно ѿ ѧкова : ко василью : и ко васильеви·и : иди господине : ко тимоѳью жирославь бьщести лишь дворѧни сль ти... ...,XIV_1,novgorod,1310
... ...уду ожь ти будь гость мьнь жди торгуи мнь двь гривьнь правѧ ѧ како доспьво буду а борьць оставиво а тꙑ брать нь дьщиси сде ли ти буть тамо ли в соши ити а ци восопрашееть местиловь сꙑно цого малаго даи ту ѧ стою,XIII_2,novgorod,1250
ѿ тьр ѿ тереньтеѧ къ михалю пришьлить лошакъ съ ѧковьцемъ поедуть дружина савина чадь ѧ на ѧрославли добръ здоровъ и с григоремь оуглицане замерьзьли на ѧрославли ӏ тꙑ до углеца и ту пакъ дружина,XIII_2,novgorod,1290
... хрьстеѧнова жена,XIII_2,novgorod,1290
ильдатинъ селищь тьрпила,XIII_2,novgorod,1270
... иванко сꙑно дьмеѧнко,XIII_2,novgorod,1270
на смьне три гривнь со братомь,XIII_1,novgorod,1230
а б в г д е ж ꙅ з,XIII_1,novgorod,1210
...о ти заѧто въ треть ...,XIII_1,novgorod,1210
... гривьно а наимитоу ... ... :-҃: гривьнь ...,XIII_1,novgorod,1210
...ети,XIII_1,novgorod,1210
'+ въземи оу тимоще одиноу на десѧтѣ гривьноу оу въицина шоурина на конѣ и сани и хомоуто и воже и оголове и попоноу ·,XII_2,novgorod,1170
а водаӏ михалеви,XII_2,novgorod,1190
...а ко иванокуо пос...,XII_2,novgorod,1170
...ъдъкою-... ...аї за тѧ н...,XII_2,novgorod,1170
'+ѡ творимира ко ѳъмь кланѧюсѧ брать прихажѧи во дворо : ожь ти приедѧ вьрьшь а водаи ро‐ ... ... моли воньзда шюрина и моега оти вꙑволоци доскь и ...,XII_2,novgorod,1190
на ...‐ рѣ ... гр҃вн- ...,XII_1,novgorod,1110
`+ отъ твьрьдѧтꙑ къ зоубери възми оу господꙑни три на десѧте рѣзанѣ а,XII_1,novgorod,1130
нсетвкашпси,XIII_1,novgorod,1230
лазорѧ,XII_2,novgorod,1170
ѿ дрочке ѿ папа пъкланѧние ко демеѧноу и къ мине и къ ваноукоу и къ вьхемо вамо добре створѧ ...,XII_2,novgorod,1190
...зкъ иванъкоу и къ петрилѣ се сьдѣ лони есмь на... ...шѧго... оучькли петръ... ... тамо а иванъкоу повѣжь тако ... ...ѣ есмь бꙑлъ ...,XII_1,novgorod,1130
Симан,XI_2,novgorod,1087
оу ...‐ снѧ дъвѣ ... ...‐ ши полъ ... ...‐ нь на харътиѧхъ ...,XI_2,novgorod,1062
поклонъ ѿ ларьꙗна · ко свату моѥму · максиму · тако ...,XIV_2,novgorod,1370
на спѣховѣ на стефана · лососъ · на шюрине ѥгоо лосо · на сидоре · лосъсъ · на брате ѥго · слсосъ · на фларе ·к҃·и҃· ӏ на заꙗце ·д· беле · на лавре ·в· лососи · на ѻлферьѥ ·ѳ· лососеи · на зуике ·ѳ· лосо оу петра ·г҃ӏ лососи · на стуковиць ·в· лососи · на миките ·д҃· лососи · на сидоре ·в· лососи,XIV_2,novgorod,1350
се приказъ ꙩ микули куцееви ꙩ ме,XIV_2,novgorod,1350
биють целомъ крт҃ьѧне гн҃у юрию ѻнцифоровицю ѻ клюцникѣ зандо гн҃е не можемъ ницимъ ѥму оудобритисѧ · того гн҃е съ села гонить сего гн҃е гонить · а себѣ гн҃е ... ...,XV_1,novgorod,1405
